"x","y","z","y1","y2"
-2.05236784045446,0.559984442138964,-4.26366574653636,-3915852.35172617,-158.581497192383
2.39654773487078,-2.53584453562838,0.91847673197042,211700811.884272,-382.256500244141
2.39654773487078,-2.53584453562838,0.91847673197042,211700811.884272,-382.256500244141
2.21398518957423,-2.56818247848107,0.304133386734171,158290952.302912,-371.639282226562
2.39149974951992,-2.42271003910926,-1.0951857422324,67915276.815323,-358.411193847656
2.39654773487078,-2.53584453562838,0.91847673197042,211700811.884272,-382.256500244141
2.33347696393372,-1.70181384156054,-4.45046683456726,26072043.755378,-319.902526855469
2.41494089149881,-1.96790208769178,-2.38534299588347,44584547.8197511,-320.671600341797
2.3893740621864,-2.31368235629829,-1.66930614785656,53214400.0585868,-343.746734619141
2.1087160960786,0.84147923966537,-4.3212834480095,15350757.2772775,-310.451782226562
3.56251279033554,-2.37144027638253,-4.21122048017824,46021062.8948754,-337.769714355469
1.79103988596405,0.482910021487717,-4.59877423052803,14622522.1875507,-303.563781738281
0.852285142692029,1.21693792399205,-3.46019875170708,8048199.33940074,-295.798889160156
2.3375126978829,-2.46007633472615,-1.25850618873352,63671349.1899604,-356.916778564453
0.812136667398129,0.484405551500859,-3.52638076257963,7750202.14736727,-286.928039550781
0.0794293984642036,1.10976135973423,-3.80460668680592,1904416.38709065,-271.921813964844
2.61777858962058,-2.36950897712461,-1.55252147487088,58479612.4198787,-351.966369628906
2.39149974951992,-2.42271003910926,-1.0951857422324,67915276.815323,-358.411193847656
2.39471897663794,-2.49840794715906,-1.42882772091983,61449253.1073452,-353.771240234375
2.60654454779824,-2.32003636365448,-1.4591878101174,58656290.0242632,-352.497009277344
-1.14680750877424,1.82514445005245,-4.24864552759749,-2264458.27845064,-257.310821533203
2.39471897663794,-2.49840794715906,-1.42882772091983,61449253.1073452,-353.771240234375
0.0794293984642036,1.10976135973423,-3.80460668680592,1904416.38709065,-271.921813964844
-1.29442631539097,2.08855083940693,-3.7448076725042,-250430.858543932,-258.15869140625
-1.29442631539097,2.08855083940693,-3.7448076725042,-250430.858543932,-258.15869140625
