"idx1","idx2","comb","HV"
"13","7","poly_sbx",16384839.3897795
"12","0","gauss_inter",16384834.120197
"39","13","gauss_sbx",16384832.0583378
"5","8","gauss_sbx",16384823.9062964
"32","8","gauss_sbx",16384803.1998395
"40","2","gauss_uni",16384773.3841548
"12","3","gauss_uni",16384760.105785
"8","7","poly_sbx",16384719.9133726
"5","3","gauss_sbx",16384678.2053901
"3","4","poly_sbx",16384674.9893661
"32","11","gauss_sbx",16384649.1011101
"11","12","gauss_sbx",16384644.3664635
"25","9","gauss_sbx",16384617.1485382
"10","9","poly_sbx",16384595.3725187
"5","1","poly_uni",16384589.3335187
"38","2","gauss_uni",16384576.0667836
"1","2","gauss_sbx",16384573.1745611
"6","1","poly_uni",16384518.1437806
"19","12","gauss_sbx",16384453.103583
"9","2","poly_uni",16384445.1606352
"14","16","gauss_sbx",16384417.6868278
"4","0","poly_cross",16384362.4130498
"5","4","poly_uni",16384335.215604
"6","13","poly_sbx",16384316.9133603
"40","5","gauss_sbx",16384308.4822329
"13","4","gauss_sbx",16384285.3330357
"4","2","gauss_sbx",16384282.564319
"29","0","gauss_inter",16384253.6359094
"8","16","gauss_sbx",16384247.0073538
"2","10","gauss_sbx",16384234.3326687
"13","0","gauss_inter",16384173.5038728
"7","15","poly_sbx",16384137.8558719
"10","3","poly_uni",16384131.0445929
"15","2","gauss_uni",16384115.3851091
"9","4","gauss_sbx",16384111.9814684
"6","4","poly_sbx",16384073.2803403
"2","2","poly_sbx",16384067.9158873
"21","12","gauss_sbx",16384063.9109109
"36","16","gauss_sbx",16384054.7644685
"2","2","gauss_sbx",16384035.9930832
"11","11","gauss_sbx",16384010.8477747
"31","3","gauss_sbx",16383989.3461364
"30","1","gauss_uni",16383983.7391288
"38","11","gauss_sbx",16383980.5736962
"32","2","gauss_uni",16383978.2963387
"10","5","gauss_sbx",16383969.7746901
"28","4","gauss_sbx",16383968.5072003
"2","11","gauss_sbx",16383858.0810953
"8","10","poly_sbx",16383799.3521842
"13","0","poly_inter",16383780.2479817
"1","1","gauss_sbx",16383723.4106245
"9","9","poly_sbx",16383686.5470617
"27","5","gauss_sbx",16383657.7338706
"8","16","poly_sbx",16383615.4572368
"19","13","gauss_sbx",16383592.8215181
"14","8","poly_sbx",16383586.5049543
"4","4","gauss_sbx",16383568.5338935
"28","8","gauss_sbx",16383522.0477048
"22","0","gauss_inter",16383520.0818391
"16","9","gauss_sbx",16383504.781841
"7","2","gauss_sbx",16383471.8639835
"27","1","gauss_uni",16383431.061493
"3","3","poly_uni",16383394.4944216
"26","11","gauss_sbx",16383350.6242043
"28","4","gauss_uni",16383338.5096331
"34","2","gauss_sbx",16383317.5335767
"0","11","inv_sbx",16383303.996043
"18","13","gauss_sbx",16383287.4989674
"20","3","gauss_sbx",16383257.450684
"30","16","gauss_sbx",16383244.7660224
"26","5","gauss_sbx",16383242.5794364
"0","0","inv_cross",16383229.4907806
"20","12","gauss_sbx",16383224.9393046
"22","4","gauss_sbx",16383212.0582627
"40","15","gauss_sbx",16383204.2518692
"30","0","gauss_inter",16383179.7363725
"3","15","poly_sbx",16383130.1278026
"12","9","gauss_sbx",16383116.5379838
"6","7","poly_sbx",16383098.1610572
"16","9","poly_sbx",16383085.487226
"1","10","poly_sbx",16383081.5272864
"14","15","gauss_sbx",16383077.8767392
"11","4","poly_sbx",16383074.8697649
"10","1","poly_sbx",16383060.1124106
"16","3","gauss_uni",16383051.6735418
"9","8","poly_sbx",16383013.1001758
"3","4","gauss_sbx",16382993.1716006
"28","14","gauss_sbx",16382986.8355598
"29","10","gauss_sbx",16382977.2728406
"33","0","gauss_inter",16382955.1351542
"37","2","gauss_uni",16382881.4095019
"16","2","gauss_sbx",16382873.0932147
"2","6","poly_sbx",16382867.6361514
"39","7","gauss_sbx",16382865.8697534
"36","8","gauss_sbx",16382827.1543473
"36","10","gauss_sbx",16382823.0375952
"24","0","gauss_cross",16382793.7950533
"19","0","gauss_inter",16382749.2353333
"39","12","gauss_sbx",16382721.8845774
"2","9","gauss_sbx",16382698.734982
"13","0","poly_cross",16382673.0758922
"11","2","poly_sbx",16382623.2685
"34","11","gauss_sbx",16382611.6206153
"24","2","gauss_uni",16382600.7490367
"21","8","gauss_sbx",16382600.6009876
"5","13","poly_sbx",16382595.9861396
"23","13","gauss_sbx",16382543.9498028
"25","1","gauss_uni",16382516.8294159
"24","11","gauss_sbx",16382511.1305285
"0","12","inv_sbx",16382503.0794847
"33","3","gauss_uni",16382457.2251726
"10","16","gauss_sbx",16382457.1361425
"25","16","gauss_sbx",16382415.9234157
"6","3","gauss_sbx",16382415.6913772
"9","12","poly_sbx",16382410.0697089
"17","2","gauss_uni",16382355.5899417
"16","6","poly_sbx",16382345.3385721
"18","3","gauss_sbx",16382316.2829296
"5","4","poly_sbx",16382275.1159643
"2","4","gauss_sbx",16382248.7308652
"6","11","gauss_sbx",16382209.9852176
"10","14","gauss_sbx",16382183.9411776
"28","11","gauss_sbx",16382165.6433727
"34","4","gauss_sbx",16382152.4049457
"16","0","gauss_inter",16382097.1929912
"0","14","inv_sbx",16382083.9172975
"32","1","gauss_uni",16382041.2987068
"10","10","poly_sbx",16382035.3008871
"6","2","poly_sbx",16382006.7325805
"5","6","gauss_sbx",16381966.7976697
"4","0","gauss_cross",16381963.2672409
"14","11","gauss_sbx",16381962.7356704
"12","4","poly_sbx",16381920.2351299
"23","3","gauss_uni",16381889.3079683
"32","7","gauss_sbx",16381876.5293533
"10","3","poly_sbx",16381807.840778
"19","4","gauss_sbx",16381723.8987615
"1","13","gauss_sbx",16381710.9638234
"32","4","gauss_uni",16381659.7107073
"37","14","gauss_sbx",16381633.7950445
"23","14","gauss_sbx",16381598.7985738
"22","14","gauss_sbx",16381533.0833163
"36","4","gauss_uni",16381441.0953065
"36","2","gauss_uni",16381409.5195149
"9","14","poly_sbx",16381378.3430615
"34","6","gauss_sbx",16381337.916969
"15","4","gauss_sbx",16381330.5167419
"21","10","gauss_sbx",16381317.4078129
"0","15","inv_sbx",16381296.2825397
"29","15","gauss_sbx",16381274.6246162
"30","1","gauss_sbx",16381264.1703213
"23","11","gauss_sbx",16381259.8104689
"15","0","gauss_inter",16381253.9952562
"39","10","gauss_sbx",16381252.7179487
"15","10","gauss_sbx",16381226.8702329
"19","4","gauss_uni",16381192.9289098
"33","2","gauss_uni",16381134.1552139
"29","12","gauss_sbx",16381107.1995035
"2","12","gauss_sbx",16381099.4959595
"38","13","gauss_sbx",16381093.3783151
"4","5","gauss_sbx",16381086.1809927
"15","4","poly_sbx",16381078.459834
"14","4","poly_uni",16381037.7356043
"7","3","poly_uni",16381028.7255646
"26","4","gauss_uni",16381019.0946743
"4","3","gauss_sbx",16380987.0545603
"28","1","gauss_uni",16380876.4538603
"4","5","poly_sbx",16380708.896041
"17","16","gauss_sbx",16380691.0485946
"6","2","gauss_sbx",16380627.2124704
"13","13","gauss_sbx",16380598.8850997
"28","2","gauss_sbx",16380574.5974983
"11","8","poly_sbx",16380558.9269443
"16","11","gauss_sbx",16380551.3729387
"22","2","gauss_sbx",16380544.756989
"5","13","gauss_sbx",16380502.4980724
"29","14","gauss_sbx",16380493.9456761
"2","4","poly_uni",16380472.2682485
"19","15","gauss_sbx",16380452.6033874
"11","1","gauss_uni",16380377.8253125
"2","1","poly_uni",16380344.4884103
"7","4","gauss_sbx",16380334.184113
"13","10","gauss_sbx",16380330.1579229
"10","13","poly_sbx",16380321.7238975
"6","4","poly_uni",16380297.915553
"5","11","poly_sbx",16380274.5111061
"16","4","gauss_sbx",16380237.5933952
"14","4","poly_sbx",16380198.8704404
"30","4","gauss_uni",16380198.2414562
"0","1","inv_sbx",16380133.0643098
"38","3","gauss_sbx",16380128.3969146
"33","13","gauss_sbx",16380122.8832409
"40","1","gauss_sbx",16380122.2761437
"26","9","gauss_sbx",16380106.8281029
"13","6","gauss_sbx",16380102.6718617
"5","16","gauss_sbx",16380064.3155786
"6","16","gauss_sbx",16380011.9873606
"4","4","poly_uni",16379932.9026039
"7","14","gauss_sbx",16379920.6953136
"13","9","poly_sbx",16379849.7748319
"13","2","poly_sbx",16379842.361949
"30","2","gauss_uni",16379830.0834203
"1","1","poly_sbx",16379812.1620651
"13","15","poly_sbx",16379744.7055082
"34","5","gauss_sbx",16379741.1075083
"8","2","gauss_uni",16379665.7101217
"23","4","gauss_sbx",16379655.5607428
"6","15","poly_sbx",16379644.1392696
"12","6","poly_sbx",16379576.459624
"8","10","gauss_sbx",16379554.6445198
"9","7","gauss_sbx",16379516.2087716
"5","1","gauss_sbx",16379508.1368362
"5","3","gauss_uni",16379470.855272
"17","1","gauss_sbx",16379447.1032289
"1","6","poly_sbx",16379354.826072
"29","2","gauss_sbx",16379333.2623999
"15","5","poly_sbx",16379291.2265692
"7","8","poly_sbx",16379286.9233445
"27","0","gauss_cross",16379273.4399622
"12","9","poly_sbx",16379233.146552
"5","3","poly_sbx",16379099.3049756
"18","11","gauss_sbx",16379056.3681344
"28","5","gauss_sbx",16379034.5175426
"30","8","gauss_sbx",16379028.2832563
"8","8","poly_sbx",16378954.1247932
"8","12","poly_sbx",16378905.2993803
"39","16","gauss_sbx",16378900.6307471
"14","2","poly_uni",16378885.6093528
"30","2","gauss_sbx",16378873.7099576
"4","7","poly_sbx",16378824.2804906
"25","3","gauss_sbx",16378770.1840685
"40","1","gauss_uni",16378668.0389008
"37","6","gauss_sbx",16378659.7893884
"1","0","gauss_cross",16378606.9269716
"1","15","poly_sbx",16378564.247148
"17","12","gauss_sbx",16378546.3976306
"7","5","gauss_sbx",16378533.918681
"5","8","poly_sbx",16378488.196104
"11","12","poly_sbx",16378282.7974823
"2","16","poly_sbx",16378257.8244999
"16","3","poly_uni",16378184.9643618
"4","7","gauss_sbx",16378105.9646251
"27","16","gauss_sbx",16378050.6877222
"4","2","poly_uni",16378043.6998545
"25","3","gauss_uni",16377995.1766838
"9","15","poly_sbx",16377971.16861
"14","9","gauss_sbx",16377930.9181159
"1","13","poly_sbx",16377920.316537
"8","11","poly_sbx",16377840.589407
"17","2","gauss_sbx",16377748.9913273
"2","2","poly_uni",16377668.1770186
"1","4","gauss_sbx",16377610.7201161
"9","1","poly_uni",16377557.929853
"15","15","gauss_sbx",16377454.5739873
"9","5","poly_sbx",16377424.9464855
"9","16","poly_sbx",16377382.7865422
"40","4","gauss_uni",16377356.9830712
"22","16","gauss_sbx",16377286.4431552
"29","9","gauss_sbx",16377274.0100206
"14","5","poly_sbx",16377215.8578342
"18","1","gauss_uni",16377192.9818941
"21","3","gauss_sbx",16377160.4101097
"11","1","gauss_sbx",16377091.067732
"21","4","gauss_uni",16377029.7407359
"37","11","gauss_sbx",16377009.5508759
"8","12","gauss_sbx",16376903.098618
"20","5","gauss_sbx",16376823.1190781
"5","2","gauss_uni",16376784.5727687
"1","4","poly_uni",16376750.2547819
"8","9","poly_sbx",16376700.9537808
"1","11","gauss_sbx",16376664.3910973
"1","10","gauss_sbx",16376586.3820475
"10","3","gauss_sbx",16376575.8483039
"37","5","gauss_sbx",16376572.5446938
"9","3","poly_uni",16376537.9979002
"4","3","poly_uni",16376531.3540326
"9","5","gauss_sbx",16376418.1020226
"23","1","gauss_uni",16376392.1615891
"3","1","gauss_sbx",16376227.768049
"10","1","poly_uni",16376107.2793231
"37","3","gauss_uni",16376097.9677432
"1","0","poly_cross",16376043.6022149
"8","4","poly_uni",16376037.4460954
"9","0","gauss_cross",16376012.5058858
"22","15","gauss_sbx",16375925.5604194
"2","1","gauss_uni",16375908.606234
"10","1","gauss_sbx",16375885.4167988
"1","3","poly_uni",16375882.3555826
"16","13","gauss_sbx",16375877.8537251
"14","5","gauss_sbx",16375849.1107181
"4","2","gauss_uni",16375835.0191351
"18","0","gauss_inter",16375782.2500339
"31","5","gauss_sbx",16375715.9218273
"21","6","gauss_sbx",16375665.3186894
"5","15","gauss_sbx",16375647.4568351
"11","2","gauss_uni",16375522.2689745
"15","0","poly_inter",16375519.832375
"29","6","gauss_sbx",16375501.8801674
"4","4","poly_sbx",16375374.4675107
"13","16","poly_sbx",16375334.9029749
"12","2","gauss_uni",16375329.8402211
"13","1","gauss_sbx",16375266.5002694
"11","8","gauss_sbx",16375175.0117338
"2","12","poly_sbx",16375102.0909543
"4","10","gauss_sbx",16374984.4265801
"9","3","poly_sbx",16374920.1016505
"40","0","gauss_inter",16374912.6750386
"3","1","poly_uni",16374904.9795138
"9","6","poly_sbx",16374840.1602399
"10","2","gauss_sbx",16374754.5556624
"15","9","gauss_sbx",16374645.071955
"9","1","poly_sbx",16374522.6172469
"32","0","gauss_inter",16374502.6887149
"38","9","gauss_sbx",16374370.7662665
"35","1","gauss_uni",16374317.4571761
"10","4","gauss_sbx",16374307.1389674
"10","11","gauss_sbx",16374291.0968461
"12","4","gauss_sbx",16374221.1911845
"0","0","inv_inter",16374058.2829477
"29","13","gauss_sbx",16374034.3207673
"40","14","gauss_sbx",16374027.694362
"5","16","poly_sbx",16373962.2946125
"4","11","gauss_sbx",16373906.8855966
"23","10","gauss_sbx",16373814.0210652
"15","8","poly_sbx",16373716.7352687
"29","4","gauss_sbx",16373707.9167972
"3","8","gauss_sbx",16373610.7383645
"8","2","poly_uni",16373599.9726833
"15","7","poly_sbx",16373588.5368481
"19","1","gauss_sbx",16373523.3147071
"11","9","gauss_sbx",16373469.1061862
"7","12","gauss_sbx",16373373.862589
"16","14","poly_sbx",16373334.0471661
"25","1","gauss_sbx",16373284.3093857
"22","5","gauss_sbx",16373226.5900534
"23","9","gauss_sbx",16373223.5828554
"5","7","gauss_sbx",16373212.5605936
"37","0","gauss_inter",16373184.6514888
"13","14","poly_sbx",16373174.285744
"18","14","gauss_sbx",16372911.7219242
"26","1","gauss_uni",16372883.9294695
"0","5","inv_sbx",16372876.4364746
"14","12","gauss_sbx",16372800.4579911
"37","4","gauss_uni",16372725.7956943
"13","2","poly_uni",16372722.2914313
"33","9","gauss_sbx",16372654.5736063
"8","4","gauss_sbx",16372476.8725253
"18","2","gauss_sbx",16372440.5079587
"1","14","poly_sbx",16372397.9736775
"40","3","gauss_sbx",16372365.6443432
"17","3","gauss_sbx",16372305.5434105
"33","14","gauss_sbx",16372271.4980337
"1","6","gauss_sbx",16372240.3523325
"31","1","gauss_sbx",16372227.7207136
"12","7","gauss_sbx",16372136.5022184
"1","4","poly_sbx",16372047.2491474
"40","9","gauss_sbx",16372009.7876102
"22","6","gauss_sbx",16371975.5875583
"12","1","gauss_uni",16371939.9827556
"7","1","gauss_uni",16371783.6571862
"9","13","poly_sbx",16371727.6501446
"20","1","gauss_uni",16371720.1709422
"17","3","gauss_uni",16371642.7513428
"8","13","gauss_sbx",16371582.5966035
"0","7","inv_sbx",16371483.8277288
"33","2","gauss_sbx",16371400.3681387
"34","1","gauss_sbx",16371259.7013645
"1","2","poly_sbx",16371065.3304425
"8","3","gauss_uni",16371035.2277089
"22","10","gauss_sbx",16370851.110784
"25","10","gauss_sbx",16370746.3824213
"25","4","gauss_uni",16370625.6505776
"11","10","gauss_sbx",16370565.5047466
"1","2","poly_uni",16370494.9014479
"24","1","gauss_sbx",16370406.619422
"22","7","gauss_sbx",16370320.0788425
"1","15","gauss_sbx",16370216.565145
"4","2","poly_sbx",16370206.8297152
"24","4","gauss_uni",16370206.6388364
"12","13","gauss_sbx",16370094.3512847
"17","0","gauss_cross",16370026.0374544
"4","6","gauss_sbx",16370006.7806202
"18","10","gauss_sbx",16369879.6886042
"12","11","gauss_sbx",16369796.7797271
"11","0","gauss_inter",16369759.5658301
"10","12","gauss_sbx",16369551.396005
"17","15","gauss_sbx",16369525.0702577
"16","16","gauss_sbx",16369491.898166
"29","1","gauss_uni",16369469.3158343
"16","11","poly_sbx",16369213.5356505
"5","0","gauss_cross",16368912.3365851
"0","3","inv_uni",16368905.3027362
"27","2","gauss_sbx",16368827.9375552
"9","10","gauss_sbx",16368739.1805362
"18","15","gauss_sbx",16368449.2909038
"8","15","gauss_sbx",16368114.8080223
"5","14","poly_sbx",16368105.8615133
"14","0","gauss_inter",16368073.4600296
"6","3","gauss_uni",16368052.0012053
"38","12","gauss_sbx",16368028.24056
"14","1","gauss_sbx",16367999.0578552
"4","15","poly_sbx",16367954.153661
"9","11","gauss_sbx",16367860.8222257
"3","11","poly_sbx",16367824.7406244
"32","5","gauss_sbx",16367812.923565
"0","2","inv_uni",16367726.0495328
"21","1","gauss_uni",16367403.2379401
"9","1","gauss_uni",16367252.8289741
"9","0","poly_cross",16367204.9203431
"2","3","poly_uni",16367118.2143127
"1","9","gauss_sbx",16367079.9134166
"13","7","gauss_sbx",16366975.1519916
"7","6","gauss_sbx",16366936.8100393
"3","15","gauss_sbx",16366855.6989086
"1","5","gauss_sbx",16366791.5727127
"11","3","gauss_uni",16366791.380019
"1","8","poly_sbx",16366459.6039024
"2","3","gauss_uni",16366452.3629437
"39","4","gauss_uni",16366376.349549
"1","4","gauss_uni",16366183.2921007
"2","0","gauss_inter",16366095.6644547
"27","9","gauss_sbx",16366071.4596628
"0","9","inv_sbx",16365928.6864318
"5","7","poly_sbx",16365839.8660179
"1","9","poly_sbx",16365828.8569449
"13","14","gauss_sbx",16365802.937541
"5","0","gauss_inter",16365740.0048628
"6","5","gauss_sbx",16365631.6413037
"19","16","gauss_sbx",16365556.6916114
"17","14","gauss_sbx",16365535.19546
"16","10","gauss_sbx",16365272.374961
"3","5","gauss_sbx",16364808.0340418
"0","2","inv_sbx",16364500.7964764
"18","3","gauss_uni",16364472.6783928
"5","14","gauss_sbx",16364361.9144308
"6","13","gauss_sbx",16364303.7930299
"14","8","gauss_sbx",16364193.2213448
"7","10","gauss_sbx",16364011.1196309
"10","13","gauss_sbx",16363982.5616828
"37","0","gauss_cross",16363800.3702059
"22","12","gauss_sbx",16363767.7429868
"17","0","gauss_inter",16363421.7235474
"9","1","gauss_sbx",16363296.5307553
"2","6","gauss_sbx",16362950.1225195
"24","1","gauss_uni",16362942.3492762
"9","6","gauss_sbx",16362792.8830403
"4","1","gauss_sbx",16362635.8347194
"0","13","inv_sbx",16362362.5265105
"21","9","gauss_sbx",16362226.8524537
"10","2","gauss_uni",16361898.0631119
"33","4","gauss_uni",16361590.3056529
"13","3","gauss_uni",16361240.5040957
"29","11","gauss_sbx",16361218.6449716
"21","2","gauss_sbx",16360884.1109594
"29","5","gauss_sbx",16360684.206321
"33","1","gauss_sbx",16360308.3243946
"18","12","gauss_sbx",16360231.7414684
"1","0","gauss_inter",16360098.4171873
"14","4","gauss_uni",16359523.1514657
"11","7","gauss_sbx",16359357.4856779
"21","5","gauss_sbx",16358688.8260714
"6","9","gauss_sbx",16358597.6223026
"9","15","gauss_sbx",16357733.533951
"3","7","gauss_sbx",16357106.2185694
"13","4","poly_uni",16356971.4285189
"0","1","inv_uni",16356231.9794889
"3","0","gauss_cross",16355198.7681077
"1","3","gauss_uni",16355167.4366049
"21","7","gauss_sbx",16354777.3955234
"13","0","gauss_cross",16354398.1291518
"22","4","gauss_uni",16354122.7553098
"3","13","gauss_sbx",16353571.4557821
"7","9","gauss_sbx",16352966.1682569
"25","6","gauss_sbx",16352657.402783
"9","9","gauss_sbx",16352396.7007414
"9","2","gauss_sbx",16352269.1523795
"10","15","gauss_sbx",16351730.6160209
"10","3","gauss_uni",16351427.8493151
"7","4","gauss_uni",16351404.5559442
"33","5","gauss_sbx",16351128.6703334
"15","13","gauss_sbx",16350976.2889022
"13","1","gauss_uni",16350884.2844904
"25","2","gauss_sbx",16350591.03769
"12","14","gauss_sbx",16349500.2769683
"11","4","gauss_uni",16349343.8163513
"13","12","poly_sbx",16349124.4109388
"1","11","poly_sbx",16349123.9938186
"10","9","gauss_sbx",16348902.6159717
"9","14","gauss_sbx",16348822.3176372
"25","2","gauss_uni",16348585.9465787
"4","3","gauss_uni",16348443.7205218
"7","3","gauss_uni",16348278.1435559
"2","7","gauss_sbx",16347437.4187254
"25","14","gauss_sbx",16345817.687275
"2","5","gauss_sbx",16344474.2034568
"7","3","gauss_sbx",16344033.3302263
"24","14","gauss_sbx",16343890.7285245
"6","1","gauss_uni",16343850.0729489
"11","16","gauss_sbx",16343017.3825969
"33","12","gauss_sbx",16342244.3833559
"2","15","gauss_sbx",16340865.9599955
"14","13","gauss_sbx",16340596.2089185
"19","3","gauss_uni",16340290.9558354
"7","2","poly_sbx",16339472.7669976
"6","10","gauss_sbx",16339032.7528095
"17","9","gauss_sbx",16338837.6113345
"7","11","gauss_sbx",16338506.6496613
"38","10","gauss_sbx",16338414.545835
"2","14","gauss_sbx",16337841.7706955
"7","13","gauss_sbx",16337626.0295916
"17","10","gauss_sbx",16337046.589274
"1","1","gauss_uni",16336782.8036222
"37","3","gauss_sbx",16335651.4314878
"10","6","gauss_sbx",16334714.8130754
"2","0","gauss_cross",16334290.2831062
"13","11","gauss_sbx",16333900.1039734
"8","7","gauss_sbx",16333644.8783567
"13","4","gauss_uni",16333230.9733661
"2","13","gauss_sbx",16332807.4618948
"5","10","poly_sbx",16332455.3313999
"1","14","gauss_sbx",16332148.3901764
"21","2","gauss_uni",16331881.4578775
"6","12","gauss_sbx",16330312.2103813
"9","2","gauss_uni",16329415.3416683
"9","3","gauss_uni",16325409.3414837
"3","2","gauss_sbx",16323860.5723755
"3","9","gauss_sbx",16323677.0169802
"9","13","gauss_sbx",16323414.3422004
"15","5","gauss_sbx",16322331.4391417
"9","4","poly_uni",16322132.941381
"5","9","gauss_sbx",16319419.2811771
"29","16","gauss_sbx",16318320.1212338
"37","13","gauss_sbx",16311511.1548079
"2","8","gauss_sbx",16310709.1326403
"16","5","poly_sbx",16310346.756214
"13","5","gauss_sbx",16308727.8432685
"4","13","gauss_sbx",16308598.5998346
"5","10","gauss_sbx",16307332.1310211
"5","4","gauss_uni",16305684.6563038
"8","5","gauss_sbx",16305519.0429276
"37","1","gauss_sbx",16304831.5398981
"3","1","gauss_uni",16303504.7696063
"13","2","gauss_uni",16303427.673409
"3","3","gauss_uni",16301872.3261234
"3","14","gauss_sbx",16301174.5367965
"1","2","gauss_uni",16300483.5973387
"12","4","gauss_uni",16300231.9030993
"27","4","gauss_uni",16298900.0991226
"3","2","gauss_uni",16298065.1933008
"2","2","gauss_uni",16297097.0718492
"4","4","gauss_uni",16295918.1164133
"5","1","gauss_uni",16292695.084779
"3","16","gauss_sbx",16287920.9946323
"6","1","gauss_sbx",16287399.2377327
"6","14","gauss_sbx",16285533.8398591
"9","4","gauss_uni",16284220.0515546
"25","15","gauss_sbx",16283984.082736
"25","5","gauss_sbx",16283393.6501183
"3","4","gauss_uni",16278500.5616757
"25","13","gauss_sbx",16276852.4138577
"6","4","gauss_uni",16272142.277876
"8","4","gauss_uni",16269343.6715189
"17","4","gauss_uni",16263796.041004
"29","4","gauss_uni",16262962.8706331
"10","4","gauss_uni",16254973.842458
"0","4","inv_uni",16241798.7910837
"29","7","gauss_sbx",16236456.0513367
"2","4","gauss_uni",16228853.4179014
