"x","y","z","y1","y2"
0.532160546870818,1.25707608601145,-4.99063122765056,13601907.073931,-319.137756347656
-1.6692351206737,0.934207313593812,-4.30877260082123,-4208785.77931646,-170.398376464844
0.206494193572141,0.376637033353671,-4.47452478848198,3792786.04702365,-304.03369140625
0.514804002244357,1.32215726675254,-4.95265720419502,12669579.152281,-317.2470703125
-4.58511635195753,-0.0901364106170269,-4.66193024162795,1133487.89926741,-226.034454345703
-4.3544979466104,0.00236685651932354,-4.41893806562975,-684200.628982872,-224.923797607422
-4.4368700921005,-0.299890748384535,-4.55034429524215,187925.387286812,-225.805587768555
0.514804002244357,1.32215726675254,-4.95265720419502,12669579.152281,-317.2470703125
-0.256670532693615,-0.181118549472305,-4.30027804571057,1941907.97702456,-239.973190307617
-0.041552079318559,-0.181118549472305,-4.30027804571057,2804226.05111784,-273.691314697266
-4.4368700921005,-0.299890748384535,-4.55034429524215,187925.387286812,-225.805587768555
0.206125065781221,0.0479478806372584,-4.36996564225042,3649563.34701991,-285.932586669922
0.0301872344494527,0.0420665294680574,-4.37450433726386,2935650.65239993,-275.899383544922
-2.3132623503718,0.394690808860112,-4.39756163345876,-3338585.9598974,-200.44059753418
-0.243637518684201,0.434232564664384,-4.49917143172996,2045433.98075968,-251.087631225586
-4.03119424407205,0.394665408339865,-4.47629960702027,-1268208.08921754,-219.664855957031
-2.35389854022363,0.0293726741968257,-4.25825975921057,-2854528.66898718,-206.512084960938
-4.26552004620318,0.25584811750515,-4.49153810156257,-1057314.84465802,-222.313995361328
-2.6815991695959,0.0224204163249871,-4.39398179486205,-1810936.45191881,-214.223022460938
-2.36263827653507,0.482624722651104,-4.28396897570891,-3693582.83393067,-198.884475708008
-2.56117553811425,0.0380288098809794,-4.24159793089511,-2385065.98721719,-211.020904541016
-2.53873083491982,-0.0987180651750812,-4.20665068156428,-2032495.28863055,-212.676254272461
-2.28010190686467,0.524790004268362,-4.23064265778321,-3954399.08562621,-195.886184692383
-2.57144644477168,-0.112556410014376,-4.43396188706832,-1592608.35287306,-214.917846679688
-2.37471593646819,0.043857552245552,-4.24622011616562,-2852510.08025545,-206.654037475586
