"x","y","z","y1","y2"
-1.73124217988761,0.749220888801303,-4.16439247606599,-4460187.77067837,-201.531494140625
0.479185875675555,0.439864634218273,-4.45790285962197,4706959.45382124,-308.735931396484
-0.228755043572029,0.661091145466813,-4.06879229784137,197147.625975549,-266.488861083984
-0.233240704198892,0.659239132005091,-4.56428949688588,2345963.63076425,-267.478363037109
-1.03851674084194,1.6817825074307,-4.36246149100125,-2239922.48639753,-206.362091064453
0.320477466864205,0.507626427165153,-3.83348406484821,3580333.1691137,-300.507995605469
-4.23618802179665,-0.130160934017402,-4.31726917211811,-786939.690111548,-247.358474731445
-3.90328048430132,0.985607468086436,-4.45606357250729,-1268892.92163533,-231.846755981445
-1.62792412666661,1.15536379882772,-4.45631835145469,-3171362.5969575,-205.235046386719
0.363711387337909,0.863763771207771,-4.2961837809096,3204893.69097859,-294.04931640625
0.262769259525202,0.980709031515659,-3.91490719986918,2675691.41737226,-279.9736328125
-4.07775608751177,0.991520815810171,-4.28473446571076,-997387.945859432,-233.031219482422
-1.64621505343855,0.855538561710373,-4.3293365683396,-4116269.7941131,-202.980819702148
-1.82092516901162,0.853349874131529,-4.4245083016234,-3636458.02608436,-204.606979370117
-1.62792412666661,1.0457158093949,-4.45631835145469,-3305377.49803141,-204.774429321289
-0.233240704198892,0.659239132005091,-4.56428949688588,2345963.63076425,-267.478363037109
-1.74395240905866,1.03374073928644,-4.37036841312607,-3827934.26174325,-204.540328979492
-3.90328048430132,0.985607468086436,-4.45606357250729,-1268892.92163533,-231.846755981445
-1.72237703680396,0.894377981884286,-4.3703025703248,-3939740.61641866,-203.852447509766
-1.8225780447356,0.841599813982031,-4.42416264136522,-3641596.4950124,-204.562469482422
-1.72252256430158,0.895756955529666,-4.34266513692947,-4066813.17745468,-203.623611450195
-1.62792412666661,1.0457158093949,-4.45631835145469,-3305377.49803141,-204.774429321289
-1.62203119079966,1.14733141028322,-4.45605264872708,-3185347.95396346,-205.171203613281
-1.62203119079966,1.14733141028322,-4.45605264872708,-3185347.95396346,-205.171203613281
-1.62792412666661,1.0457158093949,-4.45631835145469,-3305377.49803141,-204.774429321289
