"x1","x2"
2513179.99942659,-289.125637948363
5142110.91413881,-298.365976491442
5041524.81617753,-289.567500926907
6849336.13547637,-301.367094676375
133110.244362606,-211.789295349422
102750.546314438,-166.82221227835
7061191.18517603,-301.616600378306
299514.56102162,-265.71107703517
367785.440911023,-277.667365820103
69455.3763265174,-163.77291865426
240251.408929172,-249.666655641468
