"x1","x2"
987769.172561454,-270.180217839273
408288.494603627,-268.314475217722
2513179.99942659,-289.125637948363
5142110.91413881,-298.365976491442
5041524.81617753,-289.567500926907
6849336.13547637,-301.367094676375
133110.244362606,-211.789295349422
102750.546314438,-166.82221227835
383612.987174677,-234.802951593121
7061191.18517603,-301.616600378306
354629.493320199,-212.303931598494
