"x1","x2"
987769.172561454,-270.180217839273
408288.494603627,-268.314475217722
265551.768762615,-198.943635715803
2513179.99942659,-289.125637948363
5142110.91413881,-298.365976491442
5041524.81617753,-289.567500926907
