"x","y","z","y1","y2"
-1.22128644743724,0.51192977776693,-4.19512599940555,-3980511.73574826,-183.286987304688
-0.56136699692467,-2.0476367750777,0.697266872999253,134846249.829364,-276.755523681641
-1.22128644743724,0.51192977776693,-4.19512599940555,-3980511.73574826,-183.286987304688
0.946446002075589,0.358088623918481,-4.89198261477694,12838284.6252944,-250.699035644531
-0.591037918071347,-2.15187986195414,-0.0185917355354735,91361887.1640654,-270.254455566406
0.0934829691571954,-1.89652670882326,-1.63524400783574,30842704.618796,-251.074356079102
-0.591668353719635,-2.30431394497178,-0.809190820875659,54943970.6682495,-259.131439208984
-0.123678775805084,-1.72761717450943,-0.710485417743478,45692604.1946991,-253.244674682617
-0.547006927631355,-2.22178801615425,-0.192217699957038,83501372.7592072,-267.956726074219
-0.577053799462826,-1.70846230627842,0.498343124074479,104508934.083537,-270.448638916016
-0.528255878232631,-2.01857822120978,0.571905846699555,124838700.491819,-275.132995605469
0.00388662789737693,-1.70239061599448,-1.0696703974664,35466974.3333769,-251.509017944336
-0.126788352844389,-1.72746351735774,-0.183103659700659,68234858.9630359,-259.707641601562
-0.528678926492489,-2.04171379021982,0.67876871880847,133434226.812717,-276.114959716797
-0.527215071863401,-1.74302100285865,-0.00710290878291608,76903908.4782772,-264.001678466797
-0.75882452933295,0.698696317221882,-4.74578134714415,2164651.90484956,-195.121047973633
-0.562934679773105,-1.74227399543699,0.66567851987834,116578818.472209,-272.939086914062
-0.168382152803171,-2.06946547176634,-0.303372957692318,72863281.5397163,-260.572143554688
-0.625441439277578,-1.72407859941569,0.591431847294256,110658244.437198,-271.977844238281
-0.559802412077197,-1.7086669608536,0.503601738004435,104937877.981809,-270.455902099609
0.755398771615593,0.541978593006683,-4.2453486754809,3740014.93980214,-248.505645751953
-0.517963953443837,-1.7031036776973,0.590195946135014,110203642.033513,-271.272674560547
0.75557535922905,0.566540660750983,-4.7213783963506,8113367.75385371,-250.259094238281
-0.55175149893595,-2.03667462461486,0.487712370839087,119880700.694709,-274.629211425781
-0.81261834190887,-2.2805873363539,-0.911218020201941,50038584.445893,-255.455703735352
