"","x","y","z","output"
"146",1.66666666666667,1.66666666666667,-3.33333333333333,14863386.6823194
"147",3.33333333333333,1.66666666666667,-3.33333333333333,30254979.4566101
"148",5,1.66666666666667,-3.33333333333333,51086080.3585221
"149",-5,3.33333333333333,-3.33333333333333,95164726.3809682
"150",-3.33333333333333,3.33333333333333,-3.33333333333333,11396574.035267
"151",-1.66666666666667,3.33333333333333,-3.33333333333333,3901004.31351685
"152",0,3.33333333333333,-3.33333333333333,8244447.67539499
"153",1.66666666666667,3.33333333333333,-3.33333333333333,17969055.8389048
"154",3.33333333333333,3.33333333333333,-3.33333333333333,33137521.5313519
"155",5,3.33333333333333,-3.33333333333333,53749844.7527362
"156",-5,5,-3.33333333333333,303609621.846123
"157",-3.33333333333333,5,-3.33333333333333,50019776.0038472
"158",-1.66666666666667,5,-3.33333333333333,13958940.7090471
"159",0,5,-3.33333333333333,16807467.2806127
"160",1.66666666666667,5,-3.33333333333333,26269129.6975044
"161",3.33333333333333,5,-3.33333333333333,41226288.3492313
"162",5,5,-3.33333333333333,61627304.5298955
"163",-5,-5,-1.66666666666667,119007027.403255
"164",-3.33333333333333,-5,-1.66666666666667,117592679.422772
"165",-1.66666666666667,-5,-1.66666666666667,121903203.618509
"166",0,-5,-1.66666666666667,131956012.052831
"167",1.66666666666667,-5,-1.66666666666667,147769719.021402
"168",3.33333333333333,-5,-1.66666666666667,169364207.747521
"169",5,-5,-1.66666666666667,196760700.175667
"170",-5,-3.33333333333333,-1.66666666666667,61948833.3300535
"171",-3.33333333333333,-3.33333333333333,-1.66666666666667,57750556.5614508
"172",-1.66666666666667,-3.33333333333333,-1.66666666666667,59244826.8661946
"173",0,-3.33333333333333,-1.66666666666667,66336906.5218809
"174",1.66666666666667,-3.33333333333333,-1.66666666666667,79037006.2144051
"175",3.33333333333333,-3.33333333333333,-1.66666666666667,97356163.4855435
"176",5,-3.33333333333333,-1.66666666666667,121306292.203848
"177",-5,-1.66666666666667,-1.66666666666667,29854067.0304224
"178",-3.33333333333333,-1.66666666666667,-1.66666666666667,23729463.5917121
"179",-1.66666666666667,-1.66666666666667,-1.66666666666667,23497930.040274
"180",0,-1.66666666666667,-1.66666666666667,28795569.7771029
"181",1.66666666666667,-1.66666666666667,-1.66666666666667,39607454.2691722
"182",3.33333333333333,-1.66666666666667,-1.66666666666667,55938716.803903
"183",5,-1.66666666666667,-1.66666666666667,77795037.9220308
"184",-5,0,-1.66666666666667,22260468.4300623
"185",-3.33333333333333,0,-1.66666666666667,7016346.99173209
"186",-1.66666666666667,0,-1.66666666666667,5842883.64770119
"187",0,0,-1.66666666666667,10113334.6731902
"188",1.66666666666667,0,-1.66666666666667,19844544.3746377
"189",3.33333333333333,0,-1.66666666666667,35037842.4282618
"190",5,0,-1.66666666666667,55694875.859466
"191",-5,1.66666666666667,-1.66666666666667,56850167.1400693
"192",-3.33333333333333,1.66666666666667,-1.66666666666667,4010425.79900585
"193",-1.66666666666667,1.66666666666667,-1.66666666666667,265551.768762615
"194",0,1.66666666666667,-1.66666666666667,3911790.20222968
"195",1.66666666666667,1.66666666666667,-1.66666666666667,13078446.103415
"196",3.33333333333333,1.66666666666667,-1.66666666666667,27678154.7420612
"197",5,1.66666666666667,-1.66666666666667,47710079.2515149
"198",-5,3.33333333333333,-1.66666666666667,192466654.308021
"199",-3.33333333333333,3.33333333333333,-1.66666666666667,22814632.4279839
"200",-1.66666666666667,3.33333333333333,-1.66666666666667,2513179.99942659
"201",0,3.33333333333333,-1.66666666666667,5833711.00169745
"202",1.66666666666667,3.33333333333333,-1.66666666666667,14752037.8474936
"203",3.33333333333333,3.33333333333333,-1.66666666666667,29092626.0611296
"204",5,3.33333333333333,-1.66666666666667,48853214.8784157
"205",-5,5,-1.66666666666667,585750067.256693
"206",-3.33333333333333,5,-1.66666666666667,96057640.0007553
"207",-1.66666666666667,5,-1.66666666666667,14967856.8493582
"208",0,5,-1.66666666666667,13016273.5738221
"209",1.66666666666667,5,-1.66666666666667,21805976.0431316
"210",3.33333333333333,5,-1.66666666666667,36076585.1869433
"211",5,5,-1.66666666666667,55768762.1664782
"212",-5,-5,0,249618439.383184
"213",-3.33333333333333,-5,0,254039496.057434
"214",-1.66666666666667,-5,0,265035598.686833
"215",0,-5,0,282201518.513778
"216",1.66666666666667,-5,0,305580850.926641
"217",3.33333333333333,-5,0,335219727.233061
"218",5,-5,0,371166940.289577
"219",-5,-3.33333333333333,0,134379549.150999
"220",-3.33333333333333,-3.33333333333333,0,133746563.370185
"221",-1.66666666666667,-3.33333333333333,0,138815693.085352
"222",0,-3.33333333333333,0,149746591.831769
"223",1.66666666666667,-3.33333333333333,0,166566423.724751
"224",3.33333333333333,-3.33333333333333,0,189304093.998933
"225",5,-3.33333333333333,0,217990340.473445
"226",-5,-1.66666666666667,0,66925100.3426311
"227",-3.33333333333333,-1.66666666666667,0,62303219.2326658
"228",-1.66666666666667,-1.66666666666667,0,63267272.2404402
"229",0,-1.66666666666667,0,70261606.5905097
"230",1.66666666666667,-1.66666666666667,0,82932772.6980667
"231",3.33333333333333,-1.66666666666667,0,101297707.437965
"232",5,-1.66666666666667,0,125374575.753229
"233",-5,0,0,49350586.0589659
"234",-3.33333333333333,0,0,22765411.1195615
"235",-1.66666666666667,0,0,22190024.9570699
"236",0,0,0,26650677.5964787
"237",1.66666666666667,0,0,36811431.7376103
"238",3.33333333333333,0,0,52524649.4493814
"239",5,0,0,73799929.9460948
"240",-5,1.66666666666667,0,117240927.844604
"241",-3.33333333333333,1.66666666666667,0,12228716.5138057
"242",-1.66666666666667,1.66666666666667,0,3672478.8365527
"243",0,1.66666666666667,0,6932634.12866799
"244",1.66666666666667,1.66666666666667,0,15671262.4406981
"245",3.33333333333333,1.66666666666667,0,29878276.4429118
"246",5,1.66666666666667,0,49557605.0923579
"247",-5,3.33333333333333,0,381037306.025213
"248",-3.33333333333333,3.33333333333333,0,48567624.9682457
"249",-1.66666666666667,3.33333333333333,0,1336348.83924685
"250",0,3.33333333333333,0,3093537.58386907
"251",1.66666666666667,3.33333333333333,0,10832097.0901302
"252",3.33333333333333,3.33333333333333,0,24273485.3072274
"253",5,3.33333333333333,0,43138215.4834016
"254",-5,5,0,1119911371.57746
"255",-3.33333333333333,5,0,195219334.960374
"256",-1.66666666666667,5,0,22991779.6225079
"257",0,5,0,8499458.02660095
"258",1.66666666666667,5,0,16405013.4177099
"259",3.33333333333333,5,0,29502727.1993668
"260",5,5,0,48039821.5388432
"261",-5,-5,1.66666666666667,539855695.823774
"262",-3.33333333333333,-5,1.66666666666667,558631918.021127
"263",-1.66666666666667,-5,1.66666666666667,585301146.212099
"264",0,-5,1.66666666666667,619042995.293426
"265",1.66666666666667,-5,1.66666666666667,659948694.666161
"266",3.33333333333333,-5,1.66666666666667,708114236.681154
"267",5,-5,1.66666666666667,763640594.631479
"268",-5,-3.33333333333333,1.66666666666667,302724952.305368
"269",-3.33333333333333,-3.33333333333333,1.66666666666667,315767799.76692
"270",-1.66666666666667,-3.33333333333333,1.66666666666667,329402462.50771
"271",0,-3.33333333333333,1.66666666666667,350402350.533941
"272",1.66666666666667,-3.33333333333333,1.66666666666667,377920322.684414
"273",3.33333333333333,-3.33333333333333,1.66666666666667,412020455.09099
"274",5,-3.33333333333333,1.66666666666667,452770368.429777
"275",-5,-1.66666666666667,1.66666666666667,159115737.75848
"276",-3.33333333333333,-1.66666666666667,1.66666666666667,161836994.193427
"277",-1.66666666666667,-1.66666666666667,1.66666666666667,169080489.157755
"278",0,-1.66666666666667,1.66666666666667,181720438.022208
"279",1.66666666666667,-1.66666666666667,1.66666666666667,200438304.63915
"280",3.33333333333333,-1.66666666666667,1.66666666666667,225275356.818845
"281",5,-1.66666666666667,1.66666666666667,256275340.203417
"282",-5,0,1.66666666666667,115390711.577985
"283",-3.33333333333333,0,1.66666666666667,70182613.7584967
"284",-1.66666666666667,0,1.66666666666667,74990027.8893757
"285",0,0,1.66666666666667,81704622.5023673
"286",1.66666666666667,0,1.66666666666667,94820023.9170661
"287",3.33333333333333,0,1.66666666666667,113746145.358044
"288",5,0,1.66666666666667,138509901.844164
"289",-5,1.66666666666667,1.66666666666667,239383777.09432
"290",-3.33333333333333,1.66666666666667,1.66666666666667,39014108.4113015
"291",-1.66666666666667,1.66666666666667,1.66666666666667,22631499.8983218
"292",0,1.66666666666667,1.66666666666667,28537139.1060265
"293",1.66666666666667,1.66666666666667,1.66666666666667,37818625.4724969
"294",3.33333333333333,1.66666666666667,1.66666666666667,53134390.6362284
"295",5,1.66666666666667,1.66666666666667,74077433.9795524
"296",-5,3.33333333333333,1.66666666666667,731063343.912735
"297",-3.33333333333333,3.33333333333333,1.66666666666667,104413561.665696
"298",-1.66666666666667,3.33333333333333,1.66666666666667,5857015.74261516
"299",0,3.33333333333333,1.66666666666667,5174303.79314111
"300",1.66666666666667,3.33333333333333,1.66666666666667,13079943.9565004
"301",3.33333333333333,3.33333333333333,1.66666666666667,26331300.6967126
"302",5,3.33333333333333,1.66666666666667,45080109.6018027
"303",-5,5,1.66666666666667,2078084552.43238
"304",-3.33333333333333,5,1.66666666666667,385059125.534329
"305",-1.66666666666667,5,1.66666666666667,42169054.6863393
"306",0,5,1.66666666666667,1853637.72059191
"307",1.66666666666667,5,1.66666666666667,9731473.43700939
"308",3.33333333333333,5,1.66666666666667,21442510.4271255
"309",5,5,1.66666666666667,39063371.6063101
"310",-5,-5,3.33333333333333,1154273827.39647
"311",-3.33333333333333,-5,3.33333333333333,1210696363.4141
"312",-1.66666666666667,-5,3.33333333333333,1270672501.01323
"313",0,-5,3.33333333333333,1339674467.66554
"314",1.66666666666667,-5,3.33333333333333,1417705145.42938
"315",3.33333333333333,-5,3.33333333333333,1504951009.78923
"316",5,-5,3.33333333333333,1601607463.86298
"317",-5,-3.33333333333333,3.33333333333333,674477462.949151
"318",-3.33333333333333,-3.33333333333333,3.33333333333333,724045468.861902
"319",-1.66666666666667,-3.33333333333333,3.33333333333333,759392492.335414
"320",0,-3.33333333333333,3.33333333333333,803270595.881391
"321",1.66666666666667,-3.33333333333333,3.33333333333333,854952770.579367
"322",3.33333333333333,-3.33333333333333,3.33333333333333,914568548.80136
"323",5,-3.33333333333333,3.33333333333333,982253967.512351
"324",-5,-1.66666666666667,3.33333333333333,374798640.53321
"325",-3.33333333333333,-1.66666666666667,3.33333333333333,398556865.604377
"326",-1.66666666666667,-1.66666666666667,3.33333333333333,428029051.93528
"327",0,-1.66666666666667,3.33333333333333,453392593.846982
"328",1.66666666666667,-1.66666666666667,3.33333333333333,487192088.788162
"329",3.33333333333333,-1.66666666666667,3.33333333333333,528023447.344937
"330",5,-1.66666666666667,3.33333333333333,575979319.121259
"331",-5,0,3.33333333333333,270046813.173615
"332",-3.33333333333333,0,3.33333333333333,195815643.465189
"333",-1.66666666666667,0,3.33333333333333,216420246.669958
"334",0,0,3.33333333333333,233727242.146121
"335",1.66666666666667,0,3.33333333333333,255670275.701573
"336",3.33333333333333,0,3.33333333333333,284021744.619569
"337",5,0,3.33333333333333,318842950.63507
"338",-5,1.66666666666667,3.33333333333333,484474778.578641
"339",-3.33333333333333,1.66666666666667,3.33333333333333,115438803.679005
"340",-1.66666666666667,1.66666666666667,3.33333333333333,87702575.3690961
"341",0,1.66666666666667,3.33333333333333,104462654.662812
"342",1.66666666666667,1.66666666666667,3.33333333333333,118015348.444975
"343",3.33333333333333,1.66666666666667,3.33333333333333,138321279.884678
"344",5,1.66666666666667,3.33333333333333,164653025.283424
"345",-5,3.33333333333333,3.33333333333333,1369944339.10752
"346",-3.33333333333333,3.33333333333333,3.33333333333333,226231392.152865
"347",-1.66666666666667,3.33333333333333,3.33333333333333,34370457.0785117
"348",0,3.33333333333333,3.33333333333333,30967160.2656922
"349",1.66666666666667,3.33333333333333,3.33333333333333,44765200.0017174
"350",3.33333333333333,3.33333333333333,3.33333333333333,59292060.9485368
"351",5,3.33333333333333,3.33333333333333,80355551.7758418
"352",-5,5,3.33333333333333,3759435467.24593
"353",-3.33333333333333,5,3.33333333333333,742370239.488288
"354",-1.66666666666667,5,3.33333333333333,91973430.8436844
"355",0,5,3.33333333333333,2667412.77254808
"356",1.66666666666667,5,3.33333333333333,11529458.2694105
"357",3.33333333333333,5,3.33333333333333,24566411.8111427
"358",5,5,3.33333333333333,42552829.2160184
"359",-5,-5,5,2403572176.78545
"360",-3.33333333333333,-5,5,2553120039.68883
"361",-1.66666666666667,-5,5,2676796977.8879
"362",0,-5,5,2816238800.9118
"363",1.66666666666667,-5,5,2968193758.30279
"364",3.33333333333333,-5,5,3133006922.42797
"365",5,-5,5,3311038849.38009
"366",-5,-3.33333333333333,5,1457814680.19628
"367",-3.33333333333333,-3.33333333333333,5,1588328731.83664
"368",-1.66666666666667,-3.33333333333333,5,1679718496.89183
"369",0,-3.33333333333333,5,1770242433.48769
"370",1.66666666666667,-3.33333333333333,5,1872103887.25312
"371",3.33333333333333,-3.33333333333333,5,1984488900.37092
"372",5,-3.33333333333333,5,2107655432.60988
"373",-5,-1.66666666666667,5,851343613.565778
"374",-3.33333333333333,-1.66666666666667,5,924749265.879224
"375",-1.66666666666667,-1.66666666666667,5,1008528587.65397
"376",0,-1.66666666666667,5,1066483095.51193
"377",1.66666666666667,-1.66666666666667,5,1133449672.42917
"378",3.33333333333333,-1.66666666666667,5,1209259825.78044
"379",5,-1.66666666666667,5,1294095296.75582
"380",-5,0,5,614854601.931936
"381",-3.33333333333333,0,5,497290198.051391
"382",-1.66666666666667,0,5,555984270.198984
"383",0,0,5,607610124.337912
"384",1.66666666666667,0,5,648550316.117196
"385",3.33333333333333,0,5,699283299.706655
"386",5,0,5,757792326.980195
"387",-5,1.66666666666667,5,968982238.090205
"388",-3.33333333333333,1.66666666666667,5,309231166.181981
"389",-1.66666666666667,1.66666666666667,5,266811052.733644
"390",0,1.66666666666667,5,310964918.376804
"391",1.66666666666667,1.66666666666667,5,341767790.488427
"392",3.33333333333333,1.66666666666667,5,375564637.214623
"393",5,1.66666666666667,5,416372146.515297
"394",-5,3.33333333333333,5,2518427610.95962
"395",-3.33333333333333,3.33333333333333,5,486501506.73712
"396",-1.66666666666667,3.33333333333333,5,130732875.367641
"397",0,3.33333333333333,5,126339417.946722
"398",1.66666666666667,3.33333333333333,5,158611358.905801
"399",3.33333333333333,3.33333333333333,5,180823007.003805
"400",5,3.33333333333333,5,210050567.228807
"401",-5,5,5,6659185028.45761
"402",-3.33333333333333,5,5,1404770656.38024
"403",-1.66666666666667,5,5,215706913.178252
"404",0,5,5,38022586.6936272
"405",1.66666666666667,5,5,51402080.0337574
"406",3.33333333333333,5,5,75182541.3297197
"407",5,5,5,95839462.9864678
