"x","y","z","y1","y2"
-0.741883263155894,2.55155075598511,-0.552480652230126,-3915739.85969028,-170.456756591797
-0.805452458036408,-4.4673654198348,3.44891664598263,1208099838.78974,-315.490631103516
4.06214860106783,-3.54254804219545,1.79140473435576,454703691.166141,-294.253143310547
-0.800128026847507,-4.41673219541118,3.45298007628962,1193625822.71856,-314.090301513672
3.89240889530056,-3.14951591594121,1.1513796924361,292659341.776139,-285.456970214844
-3.77225771164113,-0.925467653381547,1.945815396712,131440798.851562,-279.679229736328
3.94934055748373,-3.59919218372581,1.33731773712201,376928943.666359,-286.904144287109
3.94779315549029,-3.35599607876687,1.73329368590799,404505560.802373,-292.148895263672
-4.02414325384395,-0.630511130838884,2.10609328323787,124857902.773115,-279.20263671875
4.49849405698592,-3.11647068493528,-4.39420514747965,64684051.0879753,-272.013275146484
4.11211203671344,-2.97988779133906,-4.82780919298363,59419157.9444415,-268.896240234375
-1.93597752285937,2.3157428885369,-0.270861327094167,3803693.96317983,-263.906372070312
-0.800128026847507,-4.41673219541118,3.45298007628962,1193625822.71856,-314.090301513672
-0.805452458036408,-4.4673654198348,3.44891664598263,1208099838.78974,-315.490631103516
-3.77225771164113,-0.925467653381547,1.945815396712,131440798.851562,-279.679229736328
-4.13604429004273,0.366145908502439,-4.32720691339729,-795090.656788826,-229.730270385742
-1.92408900246333,2.26777922882472,-0.298527449167959,3363427.4549,-260.883514404297
-2.07270704800276,-0.605975604795182,-4.22458185134473,-1491161.45111197,-189.774276733398
-1.92408900246333,2.26777922882472,-0.298527449167959,3363427.4549,-260.883514404297
-1.92408900246333,2.26777922882472,-0.298527449167959,3363427.4549,-260.883514404297
-3.77225771164113,-0.925467653381547,1.945815396712,131440798.851562,-279.679229736328
-0.800128026847507,-4.41673219541118,3.45298007628962,1193625822.71856,-314.090301513672
-0.800128026847507,-4.41673219541118,3.45298007628962,1193625822.71856,-314.090301513672
-3.77225771164113,-0.925467653381547,1.945815396712,131440798.851562,-279.679229736328
-1.92408900246333,2.26777922882472,-0.298527449167959,3363427.4549,-260.883514404297
